觀測時間,測站氣壓,海平面氣壓,氣溫,露點溫度,相對溼度,風速,風向,最大陣風,最大陣風風向,降水量,降水時數,日照時數,全天空日射量,能見度,紫外線指數,總雲量
2016-06-18-23,1009.6,1013.1,26,22.1,79,0.3,170,4.2,150,0,0,N/A,0,N/A,0,N/A
2016-06-18-24,1009.1,1012.6,26.4,21.7,75,2.1,160,3.4,160,0,0,N/A,0,N/A,0,N/A
2016-06-19-01,1008.6,1012.1,26,21.1,74,1.1,160,4.3,160,0,0,N/A,0,N/A,0,N/A
2016-06-19-02,1008.5,1012,25.4,21.1,77,0.6,180,3.3,160,0,0,N/A,0,N/A,0,N/A
2016-06-19-03,1008.2,1011.7,25.5,21.2,77,1.7,160,2.8,160,0,0,N/A,0,N/A,0,N/A
2016-06-19-04,1008.5,1012,25.3,20.7,76,1.6,170,3.2,160,0,0,N/A,0,N/A,0,N/A
2016-06-19-05,1008.6,1012.1,25.1,21,78,1.6,160,3.4,200,0,0,N/A,0,N/A,0,N/A
2016-06-19-06,1009,1012.5,25.6,21.2,77,1.3,130,3.3,160,0,0,0,0.1,N/A,0,N/A
2016-06-19-07,1009.3,1012.8,26.8,22.5,77,1.1,140,2.7,160,0,0,0.2,0.76,N/A,1,N/A
2016-06-19-08,1009.3,1012.8,28.5,22.9,72,0.8,160,2.5,130,0,0,0.4,1.33,40,2,5
2016-06-19-09,1009.2,1012.6,30.9,23.2,64,0.6,90,2.3,210,0,0,1,2.21,40,5,3
2016-06-19-10,1008.5,1011.9,32.7,23.9,60,0.6,310,4.4,310,0,0,1,2.98,N/A,8,5
2016-06-19-11,1007.8,1011.2,34.3,24.8,58,1.1,210,5.1,270,0,0,0.9,3.25,30,9,6
2016-06-19-12,1007.4,1010.8,33.6,25.9,64,2.1,330,5.3,360,0,0,0.3,2.1,N/A,7,8
2016-06-19-13,1007,1010.4,35.8,26.4,59,1.2,300,5.3,360,0,0,0.8,3.17,N/A,10,8
2016-06-19-14,1007.1,1010.5,35.1,25.3,57,0.3,280,6.2,330,0,0,0.8,2.96,25,9,5
2016-06-19-15,1006.9,1010.3,31.8,24.6,66,3.2,20,8.6,10,0,0,0.2,1.28,N/A,3,7
2016-06-19-16,1006.2,1009.6,32.9,24.8,63,2,20,5.9,60,0,0,0.3,1.39,N/A,3,5
2016-06-19-17,1006.4,1009.8,31.9,23.1,60,3.2,60,6.9,10,0,0,0.4,1.1,40,2,3
2016-06-19-18,1006.9,1010.3,31.7,23.2,61,0.5,80,5.1,50,0,0,0.4,0.47,N/A,0,N/A
2016-06-19-19,1007.7,1011.1,30.7,23.4,65,1.9,280,4.8,260,0,0,0,0,N/A,0,N/A
2016-06-19-20,1007.9,1011.3,30.4,23.3,66,1.5,250,3.8,260,0,0,N/A,0,30,0,7
2016-06-19-21,1008.2,1011.6,30.4,23.3,66,1.1,210,2.6,260,0,0,N/A,0,35,0,6
2016-06-19-22,1008.5,1012,29.8,23.9,71,1.5,140,2.8,120,0,0,N/A,0,N/A,0,N/A
2016-06-19-23,1007.9,1011.4,29.4,23.7,71,1.1,190,3.7,150,0,0,N/A,0,N/A,0,N/A
2016-06-19-24,1007.2,1010.7,28.7,23.2,72,2.2,140,3.5,110,0,0,N/A,0,N/A,0,N/A
2016-06-20-01,1006.8,1010.3,28.3,23.4,75,0.6,180,2.4,170,0,0,N/A,0,N/A,0,N/A
2016-06-20-02,1006.4,1009.9,28.1,23.5,76,2.2,150,3.9,140,0,0,N/A,0,N/A,0,N/A
2016-06-20-03,1005.9,1009.4,27.8,23.1,76,1.3,170,3.8,170,0,0,N/A,0,N/A,0,N/A
2016-06-20-04,1005.8,1009.3,27.7,23.1,76,0.9,190,3.5,190,0,0,N/A,0,N/A,0,N/A
2016-06-20-05,1006.3,1009.8,27.7,22.5,73,1.6,220,2.6,210,0,0,N/A,0,N/A,0,N/A
2016-06-20-06,1006.8,1010.3,27.5,23.1,77,0.9,180,2.9,200,0,0,0,0,N/A,0,N/A
2016-06-20-07,1007.1,1010.6,28.7,23.6,74,0.5,200,2.1,210,0,0,0.1,0.53,N/A,1,N/A
2016-06-20-08,1007.2,1010.6,30.3,24.1,70,0.7,170,3.3,180,0,0,0.5,1.52,15,2,4
2016-06-20-09,1006.7,1010.1,32.2,24.8,65,0.6,160,3.1,170,0,0,1,2.3,15,5,3
2016-06-20-10,1006.3,1009.7,34.3,24.8,58,1.1,30,3.1,120,0,0,1,2.98,N/A,8,3
2016-06-20-11,1006.2,1009.6,35.6,24.2,52,0.5,310,4,320,0,0,1,3.36,18,9,3
2016-06-20-12,1005.9,1009.3,35.7,26.6,60,2.1,300,7,300,0,0,1,3.56,N/A,10,3
2016-06-20-13,1005.7,1009.1,34,25.8,62,2.2,310,8.7,320,0,0,1,3.6,N/A,11,3
2016-06-20-14,1005.4,1008.8,34.3,26,62,2.1,300,8.7,310,0,0,0.9,3.1,15,9,5
2016-06-20-15,1005,1008.4,33.4,25.7,64,1.6,300,8.6,310,0,0,0.3,2.29,N/A,6,8
2016-06-20-16,1005.8,1009.3,28.3,23,73,2,110,8,160,0,0,0,0.58,N/A,1,9
2016-06-20-17,1005.7,1009.2,28.7,22.8,70,1.6,190,6,160,0,0,0.2,0.76,15,1,7
2016-06-20-18,1005.4,1008.9,28.5,22.3,69,1.6,160,6.2,150,0,0,0.4,0.69,N/A,0,N/A
2016-06-20-19,1006,1009.5,28.3,22,69,2.5,150,5.7,160,0,0,0.1,0.08,N/A,0,N/A
2016-06-20-20,1006,1009.5,28.1,21.9,69,2.2,170,4.9,170,0,0,N/A,0,30,0,8
2016-06-20-21,1006.3,1009.8,27.8,21.9,70,2.5,160,5.1,180,0,0,N/A,0,40,0,8
2016-06-20-22,1006.6,1010.1,27.9,21.7,69,2.3,160,5,170,0,0,N/A,0,N/A,0,N/A
2016-06-20-23,1007,1010.5,27.7,21.6,69,2.3,160,4.7,180,0,0,N/A,0,N/A,0,N/A
2016-06-20-24,1006.8,1010.3,27.2,21.3,70,2,140,5,150,0,0,N/A,0,N/A,0,N/A
2016-06-21-01,1006.2,1009.7,27.1,21.2,70,1.7,140,3.7,160,0,0,N/A,0,N/A,0,N/A
2016-06-21-02,1005.5,1009,26.9,21.6,73,1.6,150,3.5,150,0,0,N/A,0,N/A,0,N/A
2016-06-21-03,1005.7,1009.2,26.6,21.4,73,1.7,160,5.5,170,0,0,N/A,0,N/A,0,N/A
2016-06-21-04,1006.1,1009.6,26.5,21.2,73,1.6,160,4.2,170,0,0,N/A,0,N/A,0,N/A
2016-06-21-05,1006.5,1010,26.2,21.2,74,1.5,130,4.1,160,0,0,N/A,0,N/A,0,N/A
2016-06-21-06,1006.7,1010.2,26.3,21.4,74,1,150,3.5,170,0,0,0,0,N/A,0,N/A
2016-06-21-07,1007.1,1010.6,27.2,21.9,73,1.3,170,4.3,180,0,0,0,0.4,N/A,0,N/A
2016-06-21-08,1007.3,1010.8,28.9,22.9,70,1.9,160,3.9,140,0,0,0.4,1.24,25,2,5
2016-06-21-09,1007.1,1010.5,31.4,23.2,62,0.7,130,2.7,160,0,0,1,2.18,25,4,5
2016-06-21-10,1007.1,1010.5,34.1,23.9,55,2,220,5.2,240,0,0,1,2.61,N/A,7,5
2016-06-21-11,1006.9,1010.3,34.7,23.7,53,0.8,230,4,270,0,0,0.9,2.82,25,9,6
2016-06-21-12,1006.4,1009.8,34.3,25.1,59,2.2,330,7.1,320,0,0,0.7,2.86,N/A,9,7
2016-06-21-13,1005.9,1009.3,33.7,25.5,62,2.8,340,7.6,350,0,0,0.3,1.9,N/A,6,7
2016-06-21-14,1005.6,1009,34.5,25.2,59,1.1,250,6.8,10,0,0,0.2,1.08,25,3,8
2016-06-21-15,1005.5,1008.9,33,25.2,64,2.3,10,6,260,0,0,0.1,0.89,N/A,2,8
2016-06-21-16,1006.1,1009.5,30.5,23.4,66,2.9,150,10.1,50,0,0,0,0.31,N/A,1,9
2016-06-21-17,1005.8,1009.3,26.9,23.1,80,2.5,130,9.8,140,1.5,0.5,0.1,0.59,25,1,7
2016-06-21-18,1005.7,1009.2,28.2,23.5,76,1.7,120,5.9,160,0,0,0.1,0.44,N/A,0,N/A
2016-06-21-19,1005.9,1009.4,27.7,23.5,78,1.1,140,5.4,130,0.5,0.5,0,0,N/A,0,N/A
2016-06-21-20,1006.1,1009.6,27.7,23,76,1.9,110,4.2,160,0,0,N/A,0,18,0,3
2016-06-21-21,1005.9,1009.4,27.7,23.4,77,1.1,170,2.8,140,0,0,N/A,0,18,0,3
2016-06-21-22,1005.9,1009.4,27.8,23.1,76,1.2,140,3.6,170,0,0,N/A,0,N/A,0,N/A
2016-06-21-23,1006,1009.5,27.5,23,77,1.7,150,3.5,160,0,0,N/A,0,N/A,0,N/A
2016-06-21-24,1005.5,1009,27.3,22.8,76,0.9,140,3.8,150,0,0,N/A,0,N/A,0,N/A
2016-06-22-01,1005.5,1009,27.2,22.6,76,1.5,160,4.2,160,0,0,N/A,0,N/A,0,N/A
2016-06-22-02,1005.5,1009,26.7,22.9,80,1,130,3.1,150,0,0,N/A,0,N/A,0,N/A
2016-06-22-03,1005.3,1008.8,26.8,22.5,77,1.2,130,3,160,0,0,N/A,0,N/A,0,N/A
2016-06-22-04,1005.8,1009.3,26.6,22.6,79,1.6,160,4.4,180,0,0,N/A,0,N/A,0,N/A
2016-06-22-05,1006.1,1009.6,26.6,22.4,78,2.1,160,4.3,170,0,0,N/A,0,N/A,0,N/A
2016-06-22-06,1006.3,1009.8,26.6,22.4,78,1.9,150,5.2,170,0,0,0,0.09,N/A,0,N/A
2016-06-22-07,1006.8,1010.3,27.8,23.8,79,1.2,150,3.5,150,0,0,0.5,0.79,N/A,1,N/A
2016-06-22-08,1006.8,1010.2,30.2,24.5,72,1.1,150,3,160,0,0,0.6,1.54,70,2,1
2016-06-22-09,1006.7,1010.1,33.1,24.5,61,2.2,250,5.1,270,0,0,1,2.27,70,5,2
2016-06-22-10,1006.1,1009.5,34.9,24.7,56,2.4,220,7.1,250,0,0,1,2.94,N/A,8,4
2016-06-22-11,1005.9,1009.3,35.2,24.7,55,2.5,280,6.4,270,0,0,0.8,3,50,9,8
2016-06-22-12,1005.2,1008.6,36.7,25.2,52,2,270,5.9,250,0,0,0.7,2.93,N/A,9,8
2016-06-22-13,1004.7,1008.1,35.8,24.6,53,2.4,230,5.6,280,0,0,0.7,2.84,N/A,9,9
2016-06-22-14,1004.3,1007.7,36.4,26.3,56,2,280,7,290,0,0,0.6,2.56,50,8,9
2016-06-22-15,1004.1,1007.5,36.7,25.9,54,1.7,290,7,300,0,0,0.5,2.58,N/A,6,9
2016-06-22-16,1003.8,1007.2,36.1,25.6,55,1.7,280,6.3,300,0,0,0.5,2.04,N/A,3,9
2016-06-22-17,1003.9,1007.3,34.5,24.9,58,0.9,270,5.8,270,0,0,0.3,1.08,50,1,9
2016-06-22-18,1004.2,1007.6,32.6,23.8,60,3,60,6.8,120,0,0,0.3,0.43,N/A,0,N/A
2016-06-22-19,1004.9,1008.3,32,23.8,62,2.2,60,4.8,50,0,0,0,0,N/A,0,N/A
2016-06-22-20,1005.3,1008.7,31.9,23.8,62,1.8,80,3.7,70,0,0,N/A,0,40,0,9
2016-06-22-21,1005.6,1009,31.3,23.6,64,1.6,90,3,120,0,0,N/A,0,40,0,9
2016-06-22-22,1005.9,1009.3,30.6,24.2,69,0.7,130,3.2,160,0,0,N/A,0,N/A,0,N/A
2016-06-22-23,1005.6,1009,29.9,24.4,72,1.5,120,3,170,0,0,N/A,0,N/A,0,N/A
2016-06-22-24,1005,1008.4,29.5,24.2,73,1.7,140,4.5,140,0,0,N/A,0,N/A,0,N/A
2016-06-23-01,1004.5,1007.9,29.3,24.1,74,1.4,150,3.7,160,0,0,N/A,0,N/A,0,N/A
2016-06-23-02,1004.2,1007.7,28.8,23.8,74,1.1,130,3.3,150,0,0,N/A,0,N/A,0,N/A
2016-06-23-03,1004,1007.4,28.8,24,75,1.5,150,2.5,160,0,0,N/A,0,N/A,0,N/A
2016-06-23-04,1004.4,1007.9,28.4,23.6,75,1.8,140,3.9,150,0,0,N/A,0,N/A,0,N/A
2016-06-23-05,1004.9,1008.4,28.4,23.6,75,1.6,160,3.2,140,0,0,N/A,0,N/A,0,N/A
2016-06-23-06,1005.5,1009,28.3,24.1,78,1.1,130,3.5,150,0,0,0,0.04,N/A,0,N/A
2016-06-23-07,1006,1009.5,29.3,24.6,76,1,200,2.2,160,0,0,0.4,0.6,N/A,1,N/A
2016-06-23-08,1006.3,1009.7,30.9,25.4,73,1.4,160,2.8,150,0,0,0.2,0.93,15,2,8
2016-06-23-09,1005.8,1009.2,32.4,25.5,67,1.3,250,5,270,0,0,0.5,1.58,15,4,6
2016-06-23-10,1005.5,1008.9,34,25.6,62,1.6,260,5.6,270,0,0,0.9,2.5,N/A,7,7
2016-06-23-11,1005.5,1008.9,34.6,26.1,61,0.6,V,4.2,270,0,0,0.4,1.95,13,7,7
2016-06-23-12,1004.9,1008.3,35.9,26.2,58,0.5,260,4,280,0,0,0.6,2.55,N/A,8,6
2016-06-23-13,1004.3,1007.7,36.9,27.1,57,1.1,300,5.4,320,0,0,0.8,3,N/A,9,7
2016-06-23-14,1003.9,1007.3,34.5,26.7,64,1.9,310,8.4,310,0,0,0.8,2.76,13,7,9
2016-06-23-15,1004.3,1007.7,31.7,25.7,71,0.6,270,7.2,360,0.1,0.2,0,0.28,N/A,1,10
2016-06-23-16,1003.5,1006.9,32,26.5,73,0.9,100,2.5,210,0.3,0.5,0,0.42,N/A,1,10
2016-06-23-17,1003.7,1007.1,31.3,25.1,70,2,190,4.7,180,0,0,0,0.57,15,1,10
2016-06-23-18,1003.9,1007.3,31.3,24.5,67,0.9,210,3.4,180,0,0,0.1,0.26,N/A,0,N/A
2016-06-23-19,1004.1,1007.5,31.3,24.2,66,1.4,130,2.6,110,0,0,0,0,N/A,0,N/A
2016-06-23-20,1004.3,1007.7,30.5,24.2,69,2.5,140,4,150,0,0,N/A,0,18,0,9
2016-06-23-21,1004.7,1008.1,29.7,25.1,76,1.3,130,4.3,170,0,0,N/A,0,18,0,1
2016-06-23-22,1005.3,1008.7,29.8,24.9,75,0.9,220,2.5,140,0,0,N/A,0,N/A,0,N/A
2016-06-23-23,1005,1008.4,29.4,24.7,76,1.4,160,3.3,140,0,0,N/A,0,N/A,0,N/A
2016-06-23-24,1004.6,1008.1,28.7,24.2,77,1.8,160,4.4,150,0,0,N/A,0,N/A,0,N/A
2016-06-24-01,1004,1007.5,28.7,23.7,74,2.1,170,3.7,160,0,0,N/A,0,N/A,0,N/A
2016-06-24-02,1004,1007.5,28.3,22.8,72,1.9,140,3.9,150,0,0,N/A,0,N/A,0,N/A
2016-06-24-03,1003.8,1007.3,28.2,23.1,74,1.6,170,3.2,170,0,0,N/A,0,N/A,0,N/A
2016-06-24-04,1004.2,1007.7,27.9,22.9,74,1.8,190,3.5,160,0,0,N/A,0,N/A,0,N/A
2016-06-24-05,1004.9,1008.4,27.6,22.9,76,1,120,2.8,180,0,0,N/A,0,N/A,0,N/A
2016-06-24-06,1005,1008.5,27.9,23,75,1,170,2.6,180,0,0,0,0.11,N/A,0,N/A
2016-06-24-07,1005,1008.5,28.7,23.8,75,1.5,150,3.4,180,0,0,0.5,0.76,N/A,1,N/A
2016-06-24-08,1004.9,1008.3,31.1,24.6,68,0.9,160,2.6,150,0,0,0.5,1.44,30,2,5
2016-06-24-09,1005.4,1008.8,33.5,24.4,59,0.3,300,2.5,250,0,0,1,2.09,30,5,5
2016-06-24-10,1005.2,1008.6,34.6,23.6,53,1.1,220,5.6,290,0,0,1,2.69,N/A,7,6
2016-06-24-11,1004.8,1008.2,35.7,23.3,49,2.3,260,7.8,220,0,0,1,3.28,30,10,6
2016-06-24-12,1004.3,1007.7,35.6,25.7,57,1.2,300,5.2,230,0,0,0.7,2.93,N/A,9,8
2016-06-24-13,1003.8,1007.2,36.6,26.4,56,0.3,310,4.8,340,0,0,0.4,2.13,N/A,7,8
2016-06-24-14,1003.3,1006.7,33.8,26,64,2.2,330,6.2,350,0,0,0.2,1.5,25,5,9
2016-06-24-15,1003.2,1006.6,32.4,25.9,69,3.2,30,7.7,20,T,0.1,0,0.66,N/A,2,10
2016-06-24-16,1003.7,1007.1,28.8,25,80,3.5,160,7.3,100,4,1,0,0.04,N/A,0,10
2016-06-24-17,1004.5,1008,27.7,23.6,78,3.7,160,7.7,160,0.5,0.5,0,0,20,0,10
2016-06-24-18,1003.9,1007.4,28.4,23.5,75,2.7,160,6,160,0,0,0,0,N/A,0,N/A
2016-06-24-19,1004.7,1008.2,28.5,23.1,73,2.4,160,5.1,170,0,0,0,0,N/A,0,N/A
2016-06-24-20,1005.4,1008.9,28,23,74,1.8,160,6.2,180,0,0,N/A,0,25,0,5
2016-06-24-21,1005.6,1009.1,28.3,23,73,2.1,160,4.5,150,0,0,N/A,0,25,0,5
2016-06-24-22,1006.2,1009.7,28.1,22.9,73,1.6,170,4.5,170,0,0,N/A,0,N/A,0,N/A
2016-06-24-23,1006,1009.5,28,22.6,73,2.4,150,5.6,150,0,0,N/A,0,N/A,0,N/A
2016-06-24-24,1005.5,1009,27.7,22.7,74,1.4,150,5.5,150,0,0,N/A,0,N/A,0,N/A
2016-06-25-01,1004.8,1008.3,27.5,22.7,75,2,160,4,170,0,0,N/A,0,N/A,0,N/A
2016-06-25-02,1004.5,1008,27.4,22.4,74,1.5,170,4.2,160,0,0,N/A,0,N/A,0,N/A
2016-06-25-03,1004.4,1007.9,27.4,22.3,74,2.3,160,4.1,170,0,0,N/A,0,N/A,0,N/A
2016-06-25-04,1004.2,1007.7,27.3,22.2,74,1.5,160,4.8,190,0,0,N/A,0,N/A,0,N/A
2016-06-25-05,1004,1007.5,27,22.2,75,1.3,150,4.2,180,0,0,N/A,0,N/A,0,N/A
2016-06-25-06,1004.4,1007.9,27.1,22.3,75,1.4,140,3.3,160,0,0,0,0.01,N/A,0,N/A
2016-06-25-07,1005.4,1008.9,28,22.9,74,0.6,170,3.7,170,0,0,0.5,0.53,N/A,1,N/A
2016-06-25-08,1005.8,1009.2,30.4,24.4,70,0.9,160,2.3,180,0,0,0.4,1.3,40,2,6
2016-06-25-09,1006,1009.4,32.7,24.1,61,1.3,240,4.4,270,0,0,1,2.33,30,5,3
2016-06-25-10,1005.8,1009.2,34,24.7,58,0.3,150,4.7,210,0,0,0.8,2.45,N/A,7,4
2016-06-25-11,1005.5,1008.9,34.2,24.6,57,0.3,180,6.8,230,0,0,0.8,2.95,35,9,6
2016-06-25-12,1005,1008.4,35.9,25.1,54,0.9,250,5.8,190,0,0,0.6,2.67,N/A,9,6
2016-06-25-13,1004.6,1008,34.5,25.8,61,1.2,270,5.6,280,0,0,0.3,1.9,N/A,7,7
2016-06-25-14,1004.4,1007.8,34.1,26.3,64,1.5,290,6.7,300,0,0,0.1,1.43,20,5,10
2016-06-25-15,1005.4,1008.8,32.1,25.1,67,2.2,30,7.7,270,0,0,0.1,1.25,N/A,3,10
2016-06-25-16,1005.7,1009.1,30,21.5,60,3.7,60,7.4,100,0,0,0,0.29,N/A,1,10
2016-06-25-17,1005.3,1008.7,31.1,24.2,67,2.5,120,6.2,60,0,0,0.4,1.67,40,2,7
2016-06-25-18,1005.6,1009,31.2,24,66,1.2,160,4,140,0,0,0.3,0.38,N/A,0,N/A
2016-06-25-19,1006.3,1009.7,30.7,24.5,70,1.1,140,2.9,150,0,0,0,0,N/A,0,N/A
2016-06-25-20,1006.7,1010.1,30.1,24.5,72,1.6,170,3.7,170,0,0,N/A,0,40,0,4
2016-06-25-21,1007.4,1010.9,29.7,24.5,74,0.7,100,3.9,170,0,0,N/A,0,40,0,2
2016-06-25-22,1007.7,1011.2,29.5,24.4,74,0.6,190,3.5,160,0,0,N/A,0,N/A,0,N/A
2016-06-25-23,1007.8,1011.3,29.3,24.4,75,1.9,160,3.3,150,0,0,N/A,0,N/A,0,N/A
2016-06-25-24,1007.5,1011,29.1,24.2,75,1.2,150,3.3,160,0,0,N/A,0,N/A,0,N/A
2016-06-26-01,1006.7,1010.2,28.6,23.7,75,1.6,110,3.7,120,0,0,N/A,0,N/A,0,N/A
2016-06-26-02,1006.4,1009.9,28.3,23.7,76,1.2,130,3.6,170,0,0,N/A,0,N/A,0,N/A
2016-06-26-03,1006.1,1009.6,28.2,23.6,76,1.8,150,2.9,150,0,0,N/A,0,N/A,0,N/A
2016-06-26-04,1006.2,1009.7,28.3,23.6,76,1.6,150,3.3,160,0,0,N/A,0,N/A,0,N/A
2016-06-26-05,1006.7,1010.2,28.3,23.8,77,1.4,160,2.6,160,0,0,N/A,0,N/A,0,N/A
2016-06-26-06,1007.1,1010.6,28.4,23.7,76,1.4,160,2.8,130,0,0,0,0,N/A,0,N/A
2016-06-26-07,1007.3,1010.8,28.9,24.2,76,1.4,160,3.1,150,0,0,0,0.24,N/A,0,N/A
2016-06-26-08,1007,1010.4,30.8,25.5,73,1.1,110,2.9,170,0,0,0.4,1.23,20,2,3
2016-06-26-09,1006.9,1010.3,32.5,26,69,1,160,2.7,90,0,0,1,2.18,16,5,4
2016-06-26-10,1006.5,1009.9,34.4,25.7,61,0.9,320,2.4,180,0,0,0.9,2.82,N/A,7,5
2016-06-26-11,1006.2,1009.6,32.9,24.3,61,0.5,190,3.3,240,0,0,0.1,1.15,14,4,8
2016-06-26-12,1005.5,1008.9,35.5,27.4,63,0.6,320,3.4,320,0,0,0.3,2.04,N/A,7,8
2016-06-26-13,1005.5,1008.9,33.7,26,64,1.9,310,7,310,0,0,0.2,1.56,N/A,5,9
2016-06-26-14,1005.5,1008.9,30,26.3,81,2.8,340,8.3,310,6.3,0.5,0.3,1.77,12,6,10
2016-06-26-15,1005.1,1008.5,31.4,26.3,74,1.2,320,6.5,320,T,0.2,0,1.48,N/A,4,9
2016-06-26-16,1005.2,1008.6,31.3,25.8,73,1.9,70,4.9,310,0,0,0,0.66,N/A,2,8
2016-06-26-17,1005.4,1008.8,31.1,25.2,71,1.8,150,5.1,160,0,0,0.2,0.71,20,1,8
2016-06-26-18,1005.9,1009.3,30.5,23.8,68,3.6,160,5.9,140,0,0,0.3,0.66,N/A,0,N/A
2016-06-26-19,1006.4,1009.8,29.8,23.4,69,2.5,160,6.7,150,0,0,0,0,N/A,0,N/A
2016-06-26-20,1006.8,1010.3,29.4,23.3,70,1.9,150,5,170,0,0,N/A,0,20,0,3
2016-06-26-21,1007.3,1010.8,29.4,24.1,73,2.8,160,5.5,170,0,0,N/A,0,25,0,3
2016-06-26-22,1007.2,1010.7,29.1,24.6,77,1.2,150,5.8,150,0,0,N/A,0,N/A,0,N/A
2016-06-26-23,1007.1,1010.6,28.9,24.5,77,2.7,160,4.2,160,0,0,N/A,0,N/A,0,N/A
2016-06-26-24,1007,1010.5,28.6,23.3,73,1.1,150,4.5,180,0,0,N/A,0,N/A,0,N/A
2016-06-27-01,1006.9,1010.4,28.2,23,73,1.9,160,3.7,150,0,0,N/A,0,N/A,0,N/A
2016-06-27-02,1006.4,1009.9,28.2,23.1,74,0.8,100,3.1,160,0,0,N/A,0,N/A,0,N/A
2016-06-27-03,1005.9,1009.4,28.2,23,73,0.4,170,2.7,150,0,0,N/A,0,N/A,0,N/A
2016-06-27-04,1005.8,1009.3,27.8,22.6,73,1.1,160,3,130,0,0,N/A,0,N/A,0,N/A
2016-06-27-05,1005.5,1009,27.4,22.7,76,2.6,150,4.4,170,0,0,N/A,0,N/A,0,N/A
2016-06-27-06,1005.8,1009.3,27.6,22.7,75,1.2,150,4.5,180,0,0,0,0,N/A,0,N/A
2016-06-27-07,1005.8,1009.3,28.4,24,77,1.3,80,3.7,150,0,0,0.2,0.52,N/A,1,N/A
2016-06-27-08,1005.8,1009.2,31,25.5,73,0.3,110,1.9,110,0,0,0.5,1.37,15,2,4
2016-06-27-09,1005.4,1008.8,33.2,26.1,66,0.7,20,2.7,160,0,0,1,1.87,15,4,4
2016-06-27-10,1004.9,1008.3,33.3,25.4,63,1.3,60,4.3,70,0,0,1,2.28,N/A,6,5
2016-06-27-11,1004.3,1007.7,35.4,25.1,55,1.1,180,5.5,40,0,0,0.9,2.97,18,9,6
2016-06-27-12,1003.8,1007.2,36.4,26.1,56,1.7,300,5.6,310,0,0,1,3.67,N/A,11,4
2016-06-27-13,1003.6,1007,36.3,26.1,56,1.9,300,7.9,310,0,0,1,3.58,N/A,11,3
2016-06-27-14,1003.7,1007.1,35.5,25.7,57,1.4,320,8.8,300,0,0,0.9,3.01,15,9,2
2016-06-27-15,1003.6,1007,35,25,56,2.6,280,7.3,320,0,0,0.7,2.45,N/A,6,4
2016-06-27-16,1003.7,1007.1,34.2,24.7,58,2.4,280,7.4,280,0,0,0.3,1.72,N/A,3,8
2016-06-27-17,1004.7,1008.1,32.9,24,60,1.6,310,5.9,320,0,0,0,0.62,15,1,8
2016-06-27-18,1005.4,1008.8,32.5,24.5,63,0.9,310,4.1,270,0,0,0,0.6,N/A,0,N/A
2016-06-27-19,1005.8,1009.2,32,24.4,64,1.1,250,3.5,260,0,0,0,0.04,N/A,0,N/A
2016-06-27-20,1006.6,1010,30.3,23.7,68,2.1,170,4.4,170,0,0,N/A,0,15,0,8
2016-06-27-21,1007,1010.4,30,23.9,70,1.1,150,4.8,170,0,0,N/A,0,14,0,8
2016-06-27-22,1007.1,1010.6,28.5,23.4,74,3.4,160,6.3,150,0.1,0.4,N/A,0,N/A,0,N/A
2016-06-27-23,1007.2,1010.7,29.2,23.1,70,2.6,150,6.2,160,T,0.4,N/A,0,N/A,0,N/A
2016-06-27-24,1006.7,1010.2,29.1,23,70,1.6,160,5.1,150,0,0,N/A,0,N/A,0,N/A
2016-06-28-01,1006.1,1009.6,28.7,22.8,70,2.3,160,4.8,170,0,0,N/A,0,N/A,0,N/A
2016-06-28-02,1005.2,1008.7,28.5,22.9,72,1.6,160,3.5,160,0,0,N/A,0,N/A,0,N/A
2016-06-28-03,1005.1,1008.6,28.2,22.9,73,1.9,160,3.7,170,0,0,N/A,0,N/A,0,N/A
2016-06-28-04,1004.9,1008.4,28,22.4,72,2.4,160,5,170,0,0,N/A,0,N/A,0,N/A
2016-06-28-05,1004.8,1008.3,27.8,22.4,72,1.6,170,4.3,170,0,0,N/A,0,N/A,0,N/A
2016-06-28-06,1005.9,1009.4,28.4,22.8,72,0.8,180,3,160,0,0,0,0.15,N/A,0,N/A
2016-06-28-07,1006.7,1010.2,29.3,24.2,74,0.8,180,2.1,210,0,0,0.5,0.81,N/A,1,N/A
2016-06-28-08,1007,1010.4,31.5,24.7,67,0.6,160,2.6,250,0,0,0.5,1.3,25,2,9
2016-06-28-09,1007.3,1010.7,32.8,25.1,64,0.6,240,2.9,270,0,0,1,1.54,25,4,9
2016-06-28-10,1007.4,1010.8,34.9,25.4,58,1.4,150,3.1,150,0,0,1,2.4,N/A,6,9
2016-06-28-11,1007.4,1010.8,34.4,25.6,60,0.7,270,3.9,270,0,0,0.4,1.74,12,5,10
2016-06-28-12,1007,1010.4,35.8,26.2,58,1.6,310,5.1,310,0,0,0.8,2.82,N/A,8,10
2016-06-28-13,1006.7,1010.1,33.8,26,64,1.4,320,5.8,310,T,0.1,0,0.92,N/A,3,9
2016-06-28-14,1007.4,1010.9,27.2,24.1,83,3,40,10.3,60,30.4,1,0,0.17,1.5,1,10
2016-06-28-15,1007.3,1010.8,28.3,25.1,83,1.8,260,4.6,330,6,1,0,0,N/A,0,10
2016-06-28-16,1007.7,1011.2,27.3,24.2,83,2.3,210,4.8,210,0.3,1,0,0,N/A,0,10
2016-06-28-17,1008.4,1011.9,26.8,23.8,84,2,200,7.7,210,0.1,0.1,0,0,12,0,10
